"videoUrl","authorName","author/id","author/isCreator","author/isVerified","author/name","author/thumbnails/0/height","author/thumbnails/0/url","author/thumbnails/0/width","text","likes","timestamp"
,,"UCTIcqGJqHRMYFWuOF5Z9m-A","false","false","@SautSitumorang-nt2in","88","https://yt3.ggpht.com/ytc/AIdro_mGCcO77qRAILeeq23h9y6AoVb-S6jhNjs55xh4H1JqzRtYoueMFrSC8S9Y7lZhzF6Tww=s88-c-k-c0x00ffffff-no-rj","88","Saat berkumpul teman2 di warung nasi Tegal Bahari.
Mereka menyarankan :
Saat nanti kembali pulang ke Indonesia, .. silakan buka donasi bela Palestina. 
Kayak si Husen Gaza. Pasti .  Gampang dapat duit.
Nggak usah jadi wartawan lagi.
Begitu kata mereka.",,
,,"UCAm82dcmAO-JvIV6SrIjjsw","false","false","@bahaludino","88","https://yt3.ggpht.com/kHf2A0lowW3NLyFbpfF6cM8qSqwXTfnLj97MLMO2FHLWylJumjWzSp90v8mLCugA3nzgg0gEOA=s88-c-k-c0x00ffffff-no-rj","88","TNI harus bertindak",,
,,"UCsoUXbErGCAe5JHlKBx34zg","false","false","@achilles7808","88","https://yt3.ggpht.com/ytc/AIdro_nyJZKpD8RFXRVWvo_dDULCxJcc5r_h4U4Hs08LDyH0OMc=s88-c-k-c0x00ffffff-no-rj","88","slamat berjuang bro... tapi kamu bukan diculik bro, kamu ditahan ditahan aja bro... ente bandel sih, udah tau laut gaza diblokade, ente maksa masuk.....",,
,,"UCoWI2-YCdPwNPSd3VkpbK5A","false","false","@arapura12","88","https://yt3.ggpht.com/ytc/AIdro_lL65w7mwV3if_CAiM1nT4LPbbv9YwD_--xR53WYd3UwiXlfTpdyK9qdGD-xiBjBOHe2Q=s88-c-k-c0x00ffffff-no-rj","88","Rasaiin",,
,,"UCY3ISoQ6rsygOch6MUgkiYA","false","false","@karuniaPetrusgulo","88","https://yt3.ggpht.com/ytc/AIdro_n-6RW7yHnAVJghxO10WjUQZsKvMPGOD7WLkQp8UMcyRafOGcU9XC42RB35QvDCecSw1g=s88-c-k-c0x00ffffff-no-rj","88","Mantap israel saya sebagai warga negara konoha saya senang mendengar berita ini jatuhkan saja hukuman mati kepada warga konoha yang sudah tertangkap itu karna mereka yang sering bikin berita hoxs di negara konoha, warga negara konoha yang ada disana sudah di ikhlaskan pak presiden kami untuk menjatuhkan hukuman mati",,
,,"UC2YrE8HvXCmwrr6rBqOGeOA","false","false","@SugengPrayitno-k7m","88","https://yt3.ggpht.com/ytc/AIdro_kRdiwgGASa43GPYT-c3Z6MApteJOGOBXuLd7u6TpOt2CJm9iQ6p6u16RMmQYwe-Tke3g=s88-c-k-c0x00ffffff-no-rj","88","Paling mereka sudah tenggelam , sudah dimakan ikan hiu",,
,,"UC2ahvGBJP1vXcyrPQjNx7fA","false","false","@Haaaaaaaaahahahahaha","88","https://yt3.ggpht.com/ytc/AIdro_kDVWTVor4oDMnrA8JSn1QfWKy679_pAFdisj868GXmAFhdW5SbK7lG9s-tsd8cKauiOQ=s88-c-k-c0x00ffffff-no-rj","88","Yang komen bilang ( lagian ngapain kesana? datang sendiri giliran dibawa bilang diculik, harusnya ditenggelamkan, dll) konyol kalian ini, gak punya sisi kemanusiaan, itu perairan masuk wilayah Gaza Palestina bukan hak israel. Orang kayak kalian ini kalau Indonesia dijajah mungkin senang ya. prabowo senang melihat ini, Indonesia hilang harga diri dipimpin Prabowo! TNI empat orang gugur juga diam aja, sekarang 9 WNI diculik oleh israel prabowo bisa apa???????? Mungkin nanti merengek ke trump minta tolong, semakin dimanfaatkan oleh trump lihat aja!",,
,,"UC6OSMpruqVvLRg_MblERGvg","false","false","@rudolfiolobos-b7o","88","https://yt3.ggpht.com/ytc/AIdro_mFJtBwqtipbI8n9jD6eUj1kgb61C1LOvDNnMEGQK1tJkGVm5JMsves7uYeZFZLGyYHbg=s88-c-k-c0x00ffffff-no-rj","88","Wartawan IQ 78 🤣",,
,,"UClW35-xN_5NXOWwz50IzQ1A","false","false","@blackswanismyfav","88","https://yt3.ggpht.com/ytc/AIdro_lu2GvO15oLoFqtmkrWoInS2HA3EvUIuYaSEl5ezEb8Gvc30M1jhmQ3R_ZkJAHMGki_Pw=s88-c-k-c0x00ffffff-no-rj","88","Aku pgn tahu apa prabowo akan bertindak? 😂",,
,,"UCJRKbjVcAXLURLwakQTcIug","false","false","@MahaAnim","88","https://yt3.ggpht.com/ytc/AIdro_lPAu5LcUW1h_9K92DDPIFAt7oKeKn1gaScOAfzdeLy0FyHMrhcwYmEo-u21qNz3kJRkA=s88-c-k-c0x00ffffff-no-rj","88","Israel sedang menguji Indonesia..
Negara nya peduli gak sama rakyat nya..",,
,,"UCJFlnqFhwD2E2D6te0nGoEg","false","false","@dayakwaweysampit","88","https://yt3.ggpht.com/ytc/AIdro_nPJ4joKBNG1QXoFUaaTix47BBZ4PIGkUGACXcHu1D3JB7O_rQyCsb15fk7nwY3T_gC1A=s88-c-k-c0x00ffffff-no-rj","88","Gak belajar dari WANDA HAMIDAH dan HUSIEN😂",,
,,"UCNmMdiMoafYqn3n1fDEsAuA","false","false","@cerita-menarik","88","https://yt3.ggpht.com/ytc/AIdro_k1ClcGWoojc1OqdMjY5kfFzVaVV4WaoGCuKKYH2fKYDpI=s88-c-k-c0x00ffffff-no-rj","88","Prabowo masuk BOP apa gunanya..? Israel tdk menghargai sama skli Indonesia❤️🇮🇩",,
,,"UCU-g1uEjmRDOeetKPTO0KAQ","false","false","@Blackhunter0-f9e","88","https://yt3.ggpht.com/ytc/AIdro_k72kUK-NdEdKfvEjJEUjhKu5jOpxP8mcXuVAfdnchHTvhLLwVeyihENTDtYpKNM5EVmA=s88-c-k-c0x00ffffff-no-rj","88","😂 itu bukan di culik namanya ? Masuk ke zona perang.. utk ngemis ngemis minta di culik... lawak 🤣🤣🤣🤣🤣🤣🤣",,
,,"UCKsE0nvIJmgZaVGEpVoDPUA","false","false","@zhenren6032","88","https://yt3.ggpht.com/ytc/AIdro_kVdpO8ivPdZZAErstqtg2TpFkq5Hop6AkCf9nePX87tg=s88-c-k-c0x00ffffff-no-rj","88","jujur ajj yah, gua benci sih sama sirewel, karena suka memutar balikkan fakta, tapi kita harus bisa hadapi realita. sekarang rupiah sudah 17k lebih wooooy, bukannya sih gak mau menolong, tapi rakyat kita sendiri masih banyak yang susah boss ! ada uang mendingan senangin dulu rakyat sendiri. ingat antara saudara dan tetangga, maka harus di dahulukan terlebih dahulu tetangga, karena dia yang terdekat. kalau indonesia sudah bisa kek qatar, di mana pajak mobil dan motor ajj gak ada, dan pendapatan gede, dengan harga barang yang murah, nah barulah tolong orang yang jauh.

jujur ajj gua dah muak, ketika sirewel melakukan kejahatan, dunia cuma bisa ""mengecam"" terus kecaman bisa apa, sekarang gua mau ""mengecam"" seluruh dunia, apa yang terjadi ? kalian baik baik saja kan ?? yah itulah yang di rasakan sirewel ketika dunia mengecam, BOMAT doooong. cuma kecaman, kecuali yang lo sampaikan itu NUKLIR, baru tuh ada efeknya.  dasar pada PE'A !",,
,,"UCqA5jFXKHnOJMRWMNXgJMPA","false","false","@GitaNelwan","88","https://yt3.ggpht.com/ytc/AIdro_lTjWu-3Nr3rnVWW3pjtTt92B02C81EFsYtH532LAAnVfdL_xLvCVos3GLgui6Fba6opw=s88-c-k-c0x00ffffff-no-rj","88","Tidak perlu minta tolong, pasti dideportasi karena itu bukan penculikan tapi penangkapan, mau masuk tanpa ijin. Sebelumnya Greta dkk di deportasi, ini pasti begitu juga. Dan mereka sudah tahu juga sebelum berangkat bahwa pasti ditangkap, yaa ditangkaplah 😅",,
,,"UCqk-T_lqVWgksv3XgOvW-bQ","false","false","@dcw2212","88","https://yt3.ggpht.com/jDy-dRW75QQYMw6-hWeovHR6iDnpZa_VBLR4DDLC9r9kK6uzAAJWrS9GSebmxBDiPaXTqsOp=s88-c-k-c0x00ffffff-no-rj","88","BTW,  KATANYA JURNALIS REPUBLIKA INI DICULIK, TAPI KOQ ADA DIHOTEL JA..JA..JA...LIHAT DIBELAKANGNYA ADA GORDENG HOTEL... 🤥🤔",,
,,"UCItk7dLnM38vOAXIf1dGb6Q","false","false","@astriantolilik8158","88","https://yt3.ggpht.com/ytc/AIdro_mg-3LSQTcv63c8aJEw_a0sGVyP3KPdtuarg8HsEIc=s88-c-k-c0x00ffffff-no-rj","88","Khusus journalis dr Indonesia yg bikin berita hoax tenggelamkan saja...jangan kasih ampun",,
,,"UCTOyL9R6zXhIA2659lZnEGw","false","false","@Devsmusik","88","https://yt3.ggpht.com/EqZjY9zJnguJJjYlGnyN1-S7GFU6XFYodw3BiaNzTjw4QwxoPtY9ukNZ6ztZ3VXk9yoKKXvnXA=s88-c-k-c0x00ffffff-no-rj","88","Ini komentar orang"" bot pendukung Israel 😂",,
,,"UCOY5uNhEmkvK48b3FrK2FuQ","false","false","@jsroom2593","88","https://yt3.ggpht.com/CSyZX_WjaJvH3GsB5DrugMlDZMD6nEja5KFRR7qcSmwjHmOmlKqURwjPlWwYlomil83T8-qn=s88-c-k-c0x00ffffff-no-rj","88","Narasinya yg benar dong,,,,,ditahan itu yg benar......jgn oon ya",,
,,"UCXt3zK0eD09ax2GQdeHZFNg","false","false","@roymartyn1192","88","https://yt3.ggpht.com/ytc/AIdro_mHPoL9jjqUht_xyVnj8ULLpy4jSnyCqyJTLzkHKbca7hguTFKyBj-NIKU3jfxRWApPNw=s88-c-k-c0x00ffffff-no-rj","88","itu di culik apa ditangkap mas????",,
,,"UC2VzVV1WqbEaYSFdTsEWeqA","false","false","@jtssibarani8127","88","https://yt3.ggpht.com/WQzLkCG6e9ANRjdnaidtLh66tt1qYvdS5YlJoiECAUE2aVFp2JcsufjLEKchCuCHzbB2r6-DRA=s88-c-k-c0x00ffffff-no-rj","88","Saya dukung bantu rakyat palestina soalnya saudara seiman, kalau rakyat indo yang juga kelaparan gak perlu diperhatikan, nolong bangsa arab akan masuk surga, kalau nolong bangsa sendiri gigit jari, hidup palestina, sekali palestina tetap palestina, rakyat sendiri bodo amat..!!!😭😭😭😭😭😭😭 kasihan kau rakyat indo, merdeka berjuang sendiri, sudah merdeka tidak diperhatikan malah memperhatikan orang lain…..",,
,,"UCV5yL01zvxUAgvsr_7Lfe4w","false","false","@mrpeaceworld","88","https://yt3.ggpht.com/4NCenWHL-tyb7_Q3bQ8oDFe1hZgW4JW2ck7M73Q3dnoH_1R4SDwptLKP0uUHNFRKkUUHOBsPnQ=s88-c-k-c0x00ffffff-no-rj","88","Bro kok d culik tirainya latar belakang mewah mirip hotel.setau gw zionist ga kasih fasiltaa tempat dah mau juga d kasih di gorong²...mdhn selamat ya bro 😂😂😂

❤❤❤️ Palestina",,
,,"UCqxdRtVWGlyTD2CjtzHHgJw","false","false","@NoLimiT-KK","88","https://yt3.ggpht.com/ytc/AIdro_kVrDUhBwT9mRE2gmGtChvxhznEB5UPX2XPBtWPAOOek_gveCxp4-WhcCMLH1t7oFAkEQ=s88-c-k-c0x00ffffff-no-rj","88","Konoha ga ada hub diplomatik dgn Israel..gimana mau bebasin ? sumud flotilla bukan misi kemanusiaan tapi misi penipu donasi...tidak ada bantuan kemanusiaan yg dibawa, malah ditemukan narkotik dan kondom...kapal ditangkap karena masuk zona blokade, tapi narasinya diculik, memang kadrun sebaik baiknya penipu..🤮🤮",,
,,"UCgbaxfya4bUM7DXy6sopUWQ","false","false","@Yonathan-s6c","88","https://yt3.ggpht.com/HgJn5JW81MjemTtLKz6abpDv_tL6P27FfrOSXsl1mU_f84zMfQtSYkk-q2oOWYN5xzuQ0voe=s88-c-k-c0x00ffffff-no-rj","88","Alhamdulillah ya robb 🎉🎉🎉😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂

Bravo Yahudi ❤🇮🇱🇮🇱🇮🇱❤",,
